               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,             0.01629,           0.0076164,           0.0076039,             0.99647,                   1,               0.995,             0.82102,           0.0089129,           0.0026669,           0.0022221,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021661,           0.0060981,           0.0052918,             0.99647,                   1,               0.995,             0.82102,           0.0089129,           0.0026669,           0.0022221,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016972,           0.0064745,           0.0055634,             0.99655,                   1,               0.995,              0.8292,           0.0074468,           0.0025539,            0.002205,            0.003664,            0.003664,            0.003664
                 322,            0.017887,           0.0066982,           0.0054422,             0.99671,                   1,               0.995,             0.86849,            0.009456,             0.00269,           0.0021751,           0.0036442,           0.0036442,           0.0036442
                 323,            0.020995,           0.0058425,           0.0087518,              0.9967,                   1,               0.995,             0.92572,              0.0091,           0.0026656,           0.0021401,           0.0036244,           0.0036244,           0.0036244
                 324,            0.019979,           0.0070132,           0.0054153,              0.9967,                   1,               0.995,             0.92572,              0.0091,           0.0026656,           0.0021401,           0.0036046,           0.0036046,           0.0036046
                 325,             0.01629,           0.0070177,           0.0032207,             0.99671,                   1,               0.995,             0.93996,           0.0071401,           0.0025079,           0.0021354,           0.0035848,           0.0035848,           0.0035848
                 326,             0.01721,           0.0066325,           0.0060044,             0.99677,                   1,               0.995,             0.94342,           0.0097939,           0.0027409,            0.002114,            0.003565,            0.003565,            0.003565
                 327,            0.022327,           0.0062472,           0.0044271,             0.99691,                   1,               0.995,             0.91773,           0.0078861,           0.0026369,           0.0021115,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015958,           0.0062559,           0.0060828,             0.99691,                   1,               0.995,             0.91773,           0.0078861,           0.0026369,           0.0021115,           0.0035254,           0.0035254,           0.0035254
                 329,             0.01335,           0.0052441,           0.0034198,             0.99684,                   1,               0.995,             0.95338,           0.0064483,           0.0024825,           0.0020994,           0.0035056,           0.0035056,           0.0035056
                 330,            0.017525,           0.0063795,           0.0058917,             0.99677,                   1,               0.995,             0.94496,            0.009446,           0.0026921,           0.0020831,           0.0034858,           0.0034858,           0.0034858
                 331,            0.018664,           0.0077941,           0.0043961,              0.9967,                   1,               0.995,             0.94624,           0.0072507,           0.0024381,           0.0020514,            0.003466,            0.003466,            0.003466
                 332,            0.015935,           0.0059827,           0.0047525,              0.9967,                   1,               0.995,             0.94624,           0.0072507,           0.0024381,           0.0020514,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013975,           0.0059776,            0.005055,             0.99668,                   1,               0.995,               0.942,           0.0068198,           0.0024177,           0.0020371,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016853,           0.0061011,           0.0042026,             0.99661,                   1,               0.995,             0.91986,            0.009071,           0.0026204,            0.002019,           0.0034066,           0.0034066,           0.0034066
                 335,            0.020067,           0.0070114,           0.0054668,              0.9965,                   1,               0.995,             0.84971,            0.007783,           0.0025282,           0.0019999,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015212,           0.0054902,           0.0040148,              0.9965,                   1,               0.995,             0.84971,            0.007783,           0.0025282,           0.0019999,            0.003367,            0.003367,            0.003367
                 337,            0.014189,           0.0058189,           0.0037726,              0.9963,                   1,               0.995,             0.92377,           0.0068712,           0.0024764,           0.0019857,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014734,            0.005787,           0.0046772,             0.99648,                   1,               0.995,             0.90247,           0.0092263,           0.0026535,           0.0019614,           0.0033274,           0.0033274,           0.0033274
                 339,             0.01951,           0.0059698,           0.0047141,             0.99655,                   1,               0.995,             0.92385,           0.0080651,           0.0025722,           0.0019523,           0.0033076,           0.0033076,           0.0033076
                 340,            0.015377,           0.0065152,           0.0052334,             0.99655,                   1,               0.995,             0.92385,           0.0080651,           0.0025722,           0.0019523,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013841,            0.006519,           0.0034696,             0.99665,                   1,               0.995,             0.94022,           0.0063577,           0.0024291,           0.0019439,            0.003268,            0.003268,            0.003268
                 342,            0.015381,            0.006973,            0.005982,             0.99667,                   1,               0.995,             0.90419,           0.0089895,           0.0026767,           0.0019219,           0.0032482,           0.0032482,           0.0032482
                 343,            0.018824,           0.0066257,           0.0086487,             0.99668,                   1,               0.995,             0.94325,           0.0069756,           0.0024676,           0.0019241,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017017,           0.0056397,           0.0057215,             0.99668,                   1,               0.995,             0.94325,           0.0069756,           0.0024676,           0.0019241,           0.0032086,           0.0032086,           0.0032086
                 345,            0.013124,           0.0051562,           0.0038846,             0.99671,                   1,               0.995,             0.96209,           0.0055259,           0.0023569,           0.0019186,           0.0031888,           0.0031888,           0.0031888
                 346,            0.012357,           0.0054274,           0.0034444,             0.99668,                   1,               0.995,             0.87959,           0.0072485,           0.0025351,           0.0019084,            0.003169,            0.003169,            0.003169
                 347,             0.01449,           0.0056876,             0.00801,             0.99648,                   1,               0.995,             0.91963,            0.006778,           0.0025087,           0.0018908,           0.0031492,           0.0031492,           0.0031492
                 348,            0.013355,           0.0051066,           0.0046123,             0.99648,                   1,               0.995,             0.91963,            0.006778,           0.0025087,           0.0018908,           0.0031294,           0.0031294,           0.0031294
                 349,            0.013435,           0.0068639,           0.0040339,             0.99628,                   1,               0.995,             0.93867,            0.006195,           0.0024951,           0.0018874,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016221,           0.0059944,           0.0031056,             0.99633,                   1,               0.995,             0.90901,            0.011254,           0.0028677,            0.001875,           0.0030898,           0.0030898,           0.0030898
                 351,            0.020963,           0.0058583,           0.0043371,             0.99646,                   1,               0.995,             0.90057,           0.0067383,           0.0024477,           0.0018634,             0.00307,             0.00307,             0.00307
                 352,              0.0144,           0.0055728,           0.0046878,             0.99646,                   1,               0.995,             0.90057,           0.0067383,           0.0024477,           0.0018634,           0.0030502,           0.0030502,           0.0030502
                 353,            0.013503,           0.0062804,           0.0035659,             0.99653,                   1,               0.995,              0.9177,           0.0053566,           0.0023259,           0.0018656,           0.0030304,           0.0030304,           0.0030304
                 354,            0.013864,           0.0059186,           0.0031378,              0.9967,                   1,               0.995,             0.88626,           0.0088775,           0.0026362,           0.0018684,           0.0030106,           0.0030106,           0.0030106
                 355,            0.018509,           0.0063399,           0.0040976,             0.99677,                   1,               0.995,              0.8874,           0.0072751,           0.0024676,           0.0018513,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017239,           0.0053246,           0.0042328,             0.99677,                   1,               0.995,              0.8874,           0.0072751,           0.0024676,           0.0018513,            0.002971,            0.002971,            0.002971
                 357,             0.01367,           0.0057312,           0.0067343,              0.9969,                   1,               0.995,             0.93458,           0.0051038,           0.0022497,           0.0018429,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013896,           0.0056928,           0.0037201,             0.99697,                   1,               0.995,             0.83993,            0.010176,           0.0026981,           0.0018306,           0.0029314,           0.0029314,           0.0029314
                 359,            0.017989,           0.0064194,           0.0069017,              0.9971,                   1,               0.995,             0.91712,           0.0075028,           0.0025221,            0.001815,           0.0029116,           0.0029116,           0.0029116
                 360,            0.016801,           0.0058933,            0.003964,              0.9971,                   1,               0.995,             0.91712,           0.0075028,           0.0025221,            0.001815,           0.0028918,           0.0028918,           0.0028918
                 361,            0.015227,            0.005955,           0.0049446,              0.9972,                   1,               0.995,             0.88706,           0.0074373,           0.0025455,            0.001808,            0.002872,            0.002872,            0.002872
                 362,            0.015895,           0.0064084,           0.0030662,              0.9972,                   1,               0.995,             0.82424,            0.012256,           0.0029335,           0.0018107,           0.0028522,           0.0028522,           0.0028522
                 363,            0.020488,             0.00722,           0.0040178,             0.99718,                   1,               0.995,             0.92914,           0.0061615,           0.0024027,           0.0018058,           0.0028324,           0.0028324,           0.0028324
                 364,             0.01238,           0.0057251,           0.0043236,             0.99718,                   1,               0.995,             0.92914,           0.0061615,           0.0024027,           0.0018058,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014135,           0.0066089,           0.0052498,             0.99701,                   1,               0.995,             0.90193,           0.0055343,            0.002359,           0.0018027,           0.0027928,           0.0027928,           0.0027928
                 366,            0.012149,            0.005584,           0.0044989,             0.99698,                   1,               0.995,             0.96425,           0.0058269,            0.002422,           0.0017935,            0.002773,            0.002773,            0.002773
                 367,            0.013345,            0.005216,           0.0046485,             0.99693,                   1,               0.995,             0.86299,            0.010444,           0.0027981,           0.0017669,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017898,           0.0057954,           0.0053085,             0.99693,                   1,               0.995,             0.86299,            0.010444,           0.0027981,           0.0017669,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015673,           0.0054026,           0.0032787,             0.99692,                   1,               0.995,             0.90145,           0.0094088,           0.0027077,           0.0017554,           0.0027136,           0.0027136,           0.0027136
                 370,            0.017053,           0.0057826,           0.0068817,             0.99696,                   1,               0.995,              0.9431,           0.0062845,           0.0024138,           0.0017498,           0.0026938,           0.0026938,           0.0026938
                 371,            0.015085,           0.0064449,           0.0032504,             0.99691,                   1,               0.995,             0.90523,           0.0061462,           0.0023512,           0.0017378,            0.002674,            0.002674,            0.002674
                 372,             0.01532,           0.0070767,           0.0052115,             0.99691,                   1,               0.995,             0.90523,           0.0061462,           0.0023512,           0.0017378,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014247,           0.0058176,           0.0037242,             0.99691,                   1,               0.995,             0.94393,           0.0053399,           0.0022374,           0.0017326,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014339,           0.0063008,            0.004689,             0.99687,                   1,               0.995,             0.90609,           0.0071841,           0.0024539,           0.0017183,           0.0026146,           0.0026146,           0.0026146
                 375,            0.016497,           0.0066068,           0.0042363,             0.99687,                   1,               0.995,             0.93371,           0.0062843,           0.0024111,           0.0017101,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014526,           0.0044798,           0.0074485,             0.99687,                   1,               0.995,             0.93371,           0.0062843,           0.0024111,           0.0017101,            0.002575,            0.002575,            0.002575
                 377,            0.013007,           0.0055323,           0.0036559,             0.99689,                   1,               0.995,             0.95238,           0.0048073,           0.0023011,           0.0017013,           0.0025552,           0.0025552,           0.0025552
                 378,            0.013149,           0.0064543,            0.004109,             0.99679,                   1,               0.995,             0.93577,           0.0062035,           0.0024348,           0.0016981,           0.0025354,           0.0025354,           0.0025354
                 379,            0.014773,           0.0052367,           0.0028561,             0.99679,                   1,               0.995,             0.91122,           0.0073944,           0.0025315,           0.0016782,           0.0025156,           0.0025156,           0.0025156
                 380,             0.01559,           0.0058789,           0.0039325,             0.99679,                   1,               0.995,             0.91122,           0.0073944,           0.0025315,           0.0016782,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014361,           0.0064551,           0.0036452,             0.99677,                   1,               0.995,              0.9389,            0.005401,           0.0022728,           0.0016667,            0.002476,            0.002476,            0.002476
                 382,            0.013803,           0.0069379,           0.0025832,             0.99677,                   1,               0.995,             0.89598,           0.0087135,           0.0025968,           0.0016649,           0.0024562,           0.0024562,           0.0024562
                 383,            0.020029,           0.0061351,           0.0060573,             0.99674,                   1,               0.995,              0.9485,           0.0065303,           0.0023532,           0.0016499,           0.0024364,           0.0024364,           0.0024364
                 384,            0.013659,           0.0052496,           0.0032699,             0.99674,                   1,               0.995,              0.9485,           0.0065303,           0.0023532,           0.0016499,           0.0024166,           0.0024166,           0.0024166
                 385,            0.014284,             0.00595,           0.0036091,             0.99674,                   1,               0.995,             0.95677,           0.0058549,           0.0022892,           0.0016428,           0.0023968,           0.0023968,           0.0023968
                 386,            0.012762,           0.0056625,           0.0028791,              0.9967,                   1,               0.995,             0.94227,           0.0069528,           0.0024124,           0.0016419,            0.002377,            0.002377,            0.002377
                 387,            0.017308,           0.0058084,           0.0047131,             0.99669,                   1,               0.995,             0.91052,           0.0060666,           0.0023585,           0.0016356,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013191,           0.0065694,           0.0050176,             0.99669,                   1,               0.995,             0.91052,           0.0060666,           0.0023585,           0.0016356,           0.0023374,           0.0023374,           0.0023374
                 389,            0.012455,           0.0054293,           0.0026816,             0.99671,                   1,               0.995,             0.93523,           0.0057058,           0.0023515,           0.0016343,           0.0023176,           0.0023176,           0.0023176
                 390,            0.012947,           0.0052494,           0.0062702,             0.99669,                   1,               0.995,             0.91578,           0.0073232,           0.0024592,           0.0016309,           0.0022978,           0.0022978,           0.0022978
                 391,            0.016039,           0.0054706,           0.0052321,             0.99676,                   1,               0.995,             0.95759,           0.0055484,            0.002249,           0.0016254,            0.002278,            0.002278,            0.002278
                 392,            0.012409,           0.0057875,           0.0036103,             0.99676,                   1,               0.995,             0.95759,           0.0055484,            0.002249,           0.0016254,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012931,           0.0049449,           0.0048753,             0.99678,                   1,               0.995,             0.94688,           0.0046199,           0.0021663,            0.001623,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013176,           0.0051429,           0.0029877,              0.9968,                   1,               0.995,             0.95677,           0.0060096,           0.0022989,           0.0016138,           0.0022186,           0.0022186,           0.0022186
                 395,            0.015114,           0.0052883,            0.004242,             0.99689,                   1,               0.995,              0.9416,           0.0072707,           0.0024364,           0.0016099,           0.0021988,           0.0021988,           0.0021988
                 396,            0.014114,           0.0060278,           0.0034694,             0.99689,                   1,               0.995,              0.9416,           0.0072707,           0.0024364,           0.0016099,            0.002179,            0.002179,            0.002179
                 397,            0.012607,           0.0060253,           0.0030583,             0.99688,                   1,               0.995,             0.92968,           0.0070887,           0.0024086,           0.0016039,           0.0021592,           0.0021592,           0.0021592
                 398,            0.012979,           0.0051079,           0.0022978,             0.99688,                   1,               0.995,             0.87948,           0.0071341,           0.0024296,           0.0016005,           0.0021394,           0.0021394,           0.0021394
                 399,            0.012724,           0.0048508,           0.0067695,             0.99681,                   1,               0.995,             0.93872,           0.0057281,           0.0022953,           0.0015915,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013664,           0.0059329,           0.0035601,             0.99681,                   1,               0.995,             0.93872,           0.0057281,           0.0022953,           0.0015915,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011477,           0.0054699,           0.0025435,              0.9968,                   1,               0.995,             0.95528,           0.0048099,           0.0022146,           0.0015839,             0.00208,             0.00208,             0.00208
                 402,            0.011225,            0.004528,           0.0030556,             0.99675,                   1,               0.995,             0.96104,            0.006236,           0.0023451,           0.0015784,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013347,           0.0052073,           0.0038936,              0.9968,                   1,               0.995,             0.92248,           0.0062029,           0.0023587,           0.0015713,           0.0020404,           0.0020404,           0.0020404
                 404,            0.012609,            0.005827,             0.00347,              0.9968,                   1,               0.995,             0.92248,           0.0062029,           0.0023587,           0.0015713,           0.0020206,           0.0020206,           0.0020206
                 405,            0.010657,           0.0053287,           0.0031379,             0.99686,                   1,               0.995,              0.9585,           0.0049183,           0.0022274,           0.0015663,           0.0020008,           0.0020008,           0.0020008
                 406,             0.01334,           0.0051515,           0.0041368,             0.99683,                   1,               0.995,             0.88725,           0.0079765,           0.0025561,           0.0015634,            0.001981,            0.001981,            0.001981
                 407,            0.017318,           0.0055987,            0.003457,             0.99683,                   1,               0.995,             0.94716,           0.0060999,           0.0023473,           0.0015588,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013649,            0.005986,           0.0052251,             0.99683,                   1,               0.995,             0.94716,           0.0060999,           0.0023473,           0.0015588,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012771,           0.0057228,           0.0054526,             0.99682,                   1,               0.995,             0.95209,           0.0050894,           0.0022106,           0.0015563,           0.0019216,           0.0019216,           0.0019216
                 410,            0.011642,           0.0059036,           0.0029974,             0.99682,                   1,               0.995,             0.94893,           0.0047157,           0.0021556,             0.00155,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011493,           0.0055178,           0.0036171,             0.99679,                   1,               0.995,             0.90401,           0.0073813,           0.0024412,           0.0015409,            0.001882,            0.001882,            0.001882
                 412,            0.015937,           0.0063674,           0.0047152,             0.99679,                   1,               0.995,             0.90401,           0.0073813,           0.0024412,           0.0015409,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013723,           0.0057941,           0.0042381,             0.99678,                   1,               0.995,             0.94244,           0.0064767,           0.0023487,           0.0015384,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014328,           0.0060754,           0.0033368,             0.99683,                   1,               0.995,             0.96396,           0.0069454,            0.002415,           0.0015374,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014798,           0.0056825,           0.0040748,             0.99682,                   1,               0.995,              0.9274,           0.0045894,           0.0021943,           0.0015326,           0.0018028,           0.0018028,           0.0018028
                 416,            0.012243,            0.005779,           0.0052839,             0.99682,                   1,               0.995,              0.9274,           0.0045894,           0.0021943,           0.0015326,            0.001783,            0.001783,            0.001783
                 417,            0.012277,           0.0054194,           0.0042864,             0.99686,                   1,               0.995,             0.94968,           0.0052542,           0.0022971,           0.0015304,           0.0017632,           0.0017632,           0.0017632
                 418,            0.012065,           0.0051537,           0.0033821,             0.99684,                   1,               0.995,             0.96594,           0.0050173,           0.0022848,           0.0015238,           0.0017434,           0.0017434,           0.0017434
                 419,            0.012819,           0.0053525,           0.0031045,             0.99681,                   1,               0.995,             0.90013,           0.0069124,           0.0024195,           0.0015182,           0.0017236,           0.0017236,           0.0017236
                 420,             0.01474,           0.0056476,           0.0026336,             0.99681,                   1,               0.995,             0.90013,           0.0069124,           0.0024195,           0.0015182,           0.0017038,           0.0017038,           0.0017038
                 421,              0.0124,           0.0057856,           0.0025249,             0.99682,                   1,               0.995,              0.9626,           0.0054426,           0.0022682,           0.0015155,            0.001684,            0.001684,            0.001684
                 422,             0.01374,           0.0050883,           0.0034509,             0.99677,                   1,               0.995,              0.9052,           0.0072279,           0.0024797,           0.0015074,           0.0016642,           0.0016642,           0.0016642
                 423,            0.013559,           0.0049983,           0.0032888,             0.99678,                   1,               0.995,             0.94769,           0.0050065,           0.0022502,            0.001511,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012777,           0.0061548,           0.0034535,             0.99678,                   1,               0.995,             0.94769,           0.0050065,           0.0022502,            0.001511,           0.0016246,           0.0016246,           0.0016246
                 425,             0.01112,            0.004613,           0.0038463,             0.99675,                   1,               0.995,             0.97961,            0.003963,           0.0021518,           0.0015096,           0.0016048,           0.0016048,           0.0016048
                 426,            0.013034,           0.0055598,           0.0027661,             0.99673,                   1,               0.995,               0.922,           0.0059815,           0.0023186,            0.001504,            0.001585,            0.001585,            0.001585
                 427,            0.014703,           0.0053869,           0.0036224,             0.99672,                   1,               0.995,             0.93277,           0.0047539,           0.0021831,           0.0015023,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012637,           0.0066775,           0.0037635,             0.99672,                   1,               0.995,             0.93277,           0.0047539,           0.0021831,           0.0015023,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010891,           0.0055064,            0.003092,             0.99676,                   1,               0.995,             0.96575,           0.0044017,            0.002119,           0.0015037,           0.0015256,           0.0015256,           0.0015256
                 430,             0.01006,           0.0048601,           0.0027884,             0.99678,                   1,               0.995,             0.95826,            0.004389,           0.0021243,           0.0014973,           0.0015058,           0.0015058,           0.0015058
                 431,             0.01257,           0.0055923,            0.005611,             0.99672,                   1,               0.995,             0.96712,           0.0041572,            0.002097,           0.0014889,            0.001486,            0.001486,            0.001486
                 432,            0.011841,           0.0045097,           0.0050063,             0.99672,                   1,               0.995,             0.96712,           0.0041572,            0.002097,           0.0014889,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010933,           0.0054541,           0.0034533,             0.99677,                   1,               0.995,             0.96456,           0.0040332,           0.0020707,           0.0014804,           0.0014464,           0.0014464,           0.0014464
                 434,             0.01103,           0.0050588,           0.0030206,             0.99675,                   1,               0.995,             0.97716,           0.0043036,           0.0020757,           0.0014743,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012526,           0.0052864,           0.0030794,             0.99682,                   1,               0.995,             0.93592,           0.0061899,           0.0022865,           0.0014677,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012709,           0.0045405,           0.0041607,             0.99682,                   1,               0.995,             0.93592,           0.0061899,           0.0022865,           0.0014677,            0.001387,            0.001387,            0.001387
                 437,            0.011101,           0.0064205,           0.0039165,             0.99686,                   1,               0.995,             0.96448,           0.0054424,           0.0022125,           0.0014588,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01044,           0.0055106,           0.0035101,             0.99692,                   1,               0.995,             0.97203,           0.0047072,           0.0021375,           0.0014544,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012561,           0.0055675,           0.0031156,             0.99694,                   1,               0.995,             0.96576,           0.0044342,           0.0021045,           0.0014453,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011258,           0.0065404,           0.0052361,             0.99694,                   1,               0.995,             0.96576,           0.0044342,           0.0021045,           0.0014453,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010742,           0.0055231,           0.0027456,             0.99692,                   1,               0.995,             0.96944,           0.0037649,           0.0020225,           0.0014367,            0.001288,            0.001288,            0.001288
                 442,            0.010866,           0.0050562,           0.0040559,             0.99682,                   1,               0.995,               0.979,           0.0041707,           0.0020426,           0.0014296,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010732,           0.0047296,           0.0043704,             0.99692,                   1,               0.995,             0.97673,           0.0047694,           0.0021212,           0.0014189,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013383,           0.0051567,           0.0032547,             0.99692,                   1,               0.995,             0.97673,           0.0047694,           0.0021212,           0.0014189,           0.0012286,           0.0012286,           0.0012286
                 445,            0.013488,           0.0051009,           0.0040582,              0.9969,                   1,               0.995,             0.96967,           0.0042204,             0.00206,           0.0014105,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010894,           0.0051155,           0.0052448,             0.99692,                   1,               0.995,             0.96153,           0.0039429,            0.002032,            0.001403,            0.001189,            0.001189,            0.001189
                 447,            0.010942,           0.0048692,           0.0021874,              0.9969,                   1,               0.995,             0.96082,           0.0060788,             0.00229,           0.0013986,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012732,           0.0053506,           0.0059836,              0.9969,                   1,               0.995,             0.96082,           0.0060788,             0.00229,           0.0013986,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011244,           0.0051074,           0.0028544,             0.99692,                   1,               0.995,             0.96758,           0.0052821,           0.0021869,           0.0013919,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010464,           0.0051503,            0.002467,             0.99692,                   1,               0.995,               0.965,           0.0045549,           0.0020882,           0.0013838,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012511,            0.006681,           0.0027782,              0.9969,                   1,               0.995,             0.96292,           0.0040544,           0.0020148,           0.0013813,             0.00109,             0.00109,             0.00109
                 452,            0.011121,           0.0044383,           0.0035582,              0.9969,                   1,               0.995,             0.96292,           0.0040544,           0.0020148,           0.0013813,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0097274,           0.0044524,           0.0023637,             0.99699,                   1,               0.995,             0.96631,           0.0037169,           0.0019581,           0.0013798,           0.0010504,           0.0010504,           0.0010504
                 454,            0.012191,           0.0059018,            0.005169,             0.99697,                   1,               0.995,             0.98166,           0.0039686,           0.0019692,           0.0013721,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010757,           0.0053732,           0.0023935,             0.99698,                   1,               0.995,             0.94941,             0.00444,           0.0020218,           0.0013659,           0.0010108,           0.0010108,           0.0010108
                 456,            0.011468,           0.0051882,           0.0031294,             0.99698,                   1,               0.995,             0.94941,             0.00444,           0.0020218,           0.0013659,            0.000991,            0.000991,            0.000991
                 457,           0.0096436,           0.0050681,           0.0021728,             0.99701,                   1,               0.995,             0.95623,           0.0043074,           0.0019978,            0.001361,           0.0009712,           0.0009712,           0.0009712
                 458,            0.011762,           0.0045852,           0.0042845,             0.99704,                   1,               0.995,             0.97356,           0.0044139,           0.0020038,            0.001358,           0.0009514,           0.0009514,           0.0009514
                 459,            0.010497,           0.0050069,           0.0036808,             0.99708,                   1,               0.995,             0.96573,           0.0039093,           0.0019536,           0.0013545,           0.0009316,           0.0009316,           0.0009316
                 460,            0.009759,           0.0056429,            0.004566,             0.99708,                   1,               0.995,             0.96573,           0.0039093,           0.0019536,           0.0013545,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010499,           0.0046105,           0.0037552,              0.9971,                   1,               0.995,             0.98187,           0.0040001,           0.0019611,           0.0013533,            0.000892,            0.000892,            0.000892
                 462,            0.011186,           0.0053037,           0.0059123,             0.99715,                   1,               0.995,             0.97903,           0.0038845,           0.0019432,           0.0013464,           0.0008722,           0.0008722,           0.0008722
                 463,             0.01051,           0.0053023,           0.0027757,             0.99715,                   1,               0.995,             0.97878,           0.0037714,           0.0019256,           0.0013384,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0099293,           0.0047851,           0.0028197,             0.99715,                   1,               0.995,             0.97878,           0.0037714,           0.0019256,           0.0013384,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0099366,           0.0051101,           0.0030999,             0.99714,                   1,               0.995,             0.97721,            0.003939,           0.0019398,           0.0013351,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0096895,           0.0045208,            0.002464,             0.99714,                   1,               0.995,             0.97913,           0.0037306,           0.0019053,            0.001331,            0.000793,            0.000793,            0.000793
                 467,            0.010166,           0.0053047,           0.0024957,             0.99718,                   1,               0.995,              0.9798,           0.0037105,            0.001901,           0.0013272,           0.0007732,           0.0007732,           0.0007732
                 468,             0.01097,           0.0049012,            0.002664,             0.99718,                   1,               0.995,              0.9798,           0.0037105,            0.001901,           0.0013272,           0.0007534,           0.0007534,           0.0007534
                 469,            0.010246,           0.0056597,           0.0061564,             0.99717,                   1,               0.995,             0.97656,            0.003781,           0.0019196,           0.0013195,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0098799,           0.0050128,           0.0024873,             0.99719,                   1,               0.995,             0.98243,           0.0037654,           0.0019235,           0.0013152,           0.0007138,           0.0007138,           0.0007138
                 471,            0.010304,           0.0058738,           0.0042839,             0.99721,                   1,               0.995,             0.97865,           0.0038013,           0.0019257,           0.0013108,            0.000694,            0.000694,            0.000694
                 472,           0.0095165,           0.0045123,           0.0050974,             0.99721,                   1,               0.995,             0.97865,           0.0038013,           0.0019257,           0.0013108,           0.0006742,           0.0006742,           0.0006742
                 473,            0.010211,           0.0053844,           0.0049547,             0.99725,                   1,               0.995,             0.98095,           0.0037769,           0.0019191,           0.0013077,           0.0006544,           0.0006544,           0.0006544
                 474,             0.01181,            0.004719,           0.0070007,             0.99725,                   1,               0.995,             0.98096,           0.0034716,           0.0018841,           0.0013042,           0.0006346,           0.0006346,           0.0006346
                 475,            0.010772,           0.0054711,           0.0033968,             0.99723,                   1,               0.995,             0.97757,           0.0035611,           0.0019077,            0.001297,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0085592,            0.005818,           0.0024653,             0.99723,                   1,               0.995,             0.97757,           0.0035611,           0.0019077,            0.001297,            0.000595,            0.000595,            0.000595
                 477,           0.0095993,           0.0053256,           0.0038655,             0.99726,                   1,               0.995,             0.97742,           0.0036392,           0.0019192,            0.001294,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0094012,            0.005305,           0.0024563,             0.99723,                   1,               0.995,             0.97917,            0.003334,           0.0018783,           0.0012868,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0094071,           0.0051081,           0.0029067,             0.99726,                   1,               0.995,             0.97918,           0.0034219,           0.0018865,           0.0012849,           0.0005356,           0.0005356,           0.0005356
